run_id,instance,input_sha256,group,algorithm,seed,objective_name,budget,temperature,cooling,status,objective,evaluations,elapsed_seconds,reference_type,reference,gap,failure_reason
parallel_24__main__lpt__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,lpt,1,makespan,150,10.0,0.98,BASELINE,95.0,1,0.0010008999961428344,best-known,90.0,0.05555555555555555,
parallel_24__main__lpt__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,lpt,2,makespan,150,10.0,0.98,BASELINE,95.0,1,0.0010557000059634447,best-known,90.0,0.05555555555555555,
parallel_24__main__random__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,random,0,makespan,150,10.0,0.98,BUDGET,95.0,150,0.04650900000706315,best-known,90.0,0.05555555555555555,
parallel_24__main__random__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,random,1,makespan,150,10.0,0.98,BUDGET,95.0,150,0.04504700005054474,best-known,90.0,0.05555555555555555,
parallel_24__main__random__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,random,2,makespan,150,10.0,0.98,BUDGET,93.0,150,0.045567299996037036,best-known,90.0,0.03333333333333333,
parallel_24__main__first__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,first,0,makespan,150,10.0,0.98,BUDGET,92.0,150,0.04226690001087263,best-known,90.0,0.022222222222222223,
parallel_24__main__first__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,first,1,makespan,150,10.0,0.98,BUDGET,92.0,150,0.04201430000830442,best-known,90.0,0.022222222222222223,
parallel_24__main__first__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,first,2,makespan,150,10.0,0.98,BUDGET,92.0,150,0.041764299967326224,best-known,90.0,0.022222222222222223,
parallel_24__main__best__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,best,0,makespan,150,10.0,0.98,BUDGET,94.0,150,0.041853300004731864,best-known,90.0,0.044444444444444446,
parallel_24__main__best__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,best,1,makespan,150,10.0,0.98,BUDGET,94.0,150,0.04175179998856038,best-known,90.0,0.044444444444444446,
parallel_24__main__best__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,best,2,makespan,150,10.0,0.98,BUDGET,94.0,150,0.04186610004398972,best-known,90.0,0.044444444444444446,
parallel_24__main__multistart__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,multistart,0,makespan,150,10.0,0.98,BUDGET,94.0,150,0.042592599987983704,best-known,90.0,0.044444444444444446,
parallel_24__main__multistart__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,multistart,1,makespan,150,10.0,0.98,BUDGET,94.0,150,0.04229050001595169,best-known,90.0,0.044444444444444446,
parallel_24__main__multistart__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,multistart,2,makespan,150,10.0,0.98,BUDGET,94.0,150,0.04225079994648695,best-known,90.0,0.044444444444444446,
parallel_24__main__sa__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,sa,0,makespan,150,10.0,0.98,BUDGET,93.0,150,0.04209279996575788,best-known,90.0,0.03333333333333333,
parallel_24__main__sa__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,sa,1,makespan,150,10.0,0.98,BUDGET,94.0,150,0.041970099962782115,best-known,90.0,0.044444444444444446,
parallel_24__main__sa__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,main,sa,2,makespan,150,10.0,0.98,BUDGET,93.0,150,0.04198899999028072,best-known,90.0,0.03333333333333333,
parallel_24__sa_t0.1_c0.98__sa__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t0.1_c0.98,sa,0,makespan,150,0.1,0.98,BUDGET,91.0,150,0.04194180003833026,best-known,90.0,0.011111111111111112,
parallel_24__sa_t0.1_c0.98__sa__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t0.1_c0.98,sa,1,makespan,150,0.1,0.98,BUDGET,93.0,150,0.042256099986843765,best-known,90.0,0.03333333333333333,
parallel_24__sa_t0.1_c0.98__sa__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t0.1_c0.98,sa,2,makespan,150,0.1,0.98,BUDGET,91.0,150,0.042038400017190725,best-known,90.0,0.011111111111111112,
parallel_24__sa_t100.0_c0.98__sa__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t100.0_c0.98,sa,0,makespan,150,100.0,0.98,BUDGET,95.0,150,0.04206440004054457,best-known,90.0,0.05555555555555555,
parallel_24__sa_t100.0_c0.98__sa__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t100.0_c0.98,sa,1,makespan,150,100.0,0.98,BUDGET,93.0,150,0.04234400001587346,best-known,90.0,0.03333333333333333,
parallel_24__sa_t100.0_c0.98__sa__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t100.0_c0.98,sa,2,makespan,150,100.0,0.98,BUDGET,95.0,150,0.04201870004180819,best-known,90.0,0.05555555555555555,
parallel_24__sa_t10.0_c0.9__sa__0,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t10.0_c0.9,sa,0,makespan,150,10.0,0.9,BUDGET,90.0,150,0.04197560000466183,best-known,90.0,0.0,
parallel_24__sa_t10.0_c0.9__sa__1,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t10.0_c0.9,sa,1,makespan,150,10.0,0.9,BUDGET,95.0,150,0.042012899997644126,best-known,90.0,0.05555555555555555,
parallel_24__sa_t10.0_c0.9__sa__2,parallel_24,54f0c68424dbeeff0dc38517d6855d9d1da02545b8f913ed8b969bc35c6b9be3,sa_t10.0_c0.9,sa,2,makespan,150,10.0,0.9,BUDGET,91.0,150,0.04213519999757409,best-known,90.0,0.011111111111111112,
routes_12__main__lpt__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,lpt,0,makespan,150,10.0,0.98,BASELINE,54.0,1,0.0005366999539546669,best-known,40.0,0.35,
routes_12__main__lpt__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,lpt,1,makespan,150,10.0,0.98,BASELINE,54.0,1,0.00025019998429343104,best-known,40.0,0.35,
routes_12__main__lpt__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,lpt,2,makespan,150,10.0,0.98,BASELINE,54.0,1,0.0002481999690644443,best-known,40.0,0.35,
routes_12__main__random__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,random,0,makespan,150,10.0,0.98,BUDGET,44.0,150,0.022529000008944422,best-known,40.0,0.1,
routes_12__main__random__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,random,1,makespan,150,10.0,0.98,BUDGET,47.0,150,0.022607999970205128,best-known,40.0,0.175,
routes_12__main__random__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,random,2,makespan,150,10.0,0.98,BUDGET,45.0,150,0.02260359999490902,best-known,40.0,0.125,
routes_12__main__first__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,first,0,makespan,150,10.0,0.98,BUDGET,41.0,150,0.021209800033830106,best-known,40.0,0.025,
routes_12__main__first__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,first,1,makespan,150,10.0,0.98,BUDGET,41.0,150,0.021038300008513033,best-known,40.0,0.025,
routes_12__main__first__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,first,2,makespan,150,10.0,0.98,BUDGET,41.0,150,0.021337600017432123,best-known,40.0,0.025,
routes_12__main__best__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,best,0,makespan,150,10.0,0.98,BUDGET,41.0,150,0.021288599993567914,best-known,40.0,0.025,
routes_12__main__best__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,best,1,makespan,150,10.0,0.98,BUDGET,41.0,150,0.021575700026005507,best-known,40.0,0.025,
routes_12__main__best__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,best,2,makespan,150,10.0,0.98,BUDGET,41.0,150,0.022444000001996756,best-known,40.0,0.025,
routes_12__main__multistart__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,multistart,0,makespan,150,10.0,0.98,BUDGET,45.0,150,0.02141970000229776,best-known,40.0,0.125,
routes_12__main__multistart__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,multistart,1,makespan,150,10.0,0.98,BUDGET,45.0,150,0.021514000021852553,best-known,40.0,0.125,
routes_12__main__multistart__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,multistart,2,makespan,150,10.0,0.98,BUDGET,45.0,150,0.02159859996754676,best-known,40.0,0.125,
routes_12__main__sa__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,sa,0,makespan,150,10.0,0.98,BUDGET,42.0,150,0.02159309998387471,best-known,40.0,0.05,
routes_12__main__sa__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,sa,1,makespan,150,10.0,0.98,BUDGET,42.0,150,0.021619300008751452,best-known,40.0,0.05,
routes_12__main__sa__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,main,sa,2,makespan,150,10.0,0.98,BUDGET,42.0,150,0.02162830001907423,best-known,40.0,0.05,
routes_12__sa_t0.1_c0.98__sa__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t0.1_c0.98,sa,0,makespan,150,0.1,0.98,BUDGET,40.0,150,0.0213410000433214,best-known,40.0,0.0,
routes_12__sa_t0.1_c0.98__sa__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t0.1_c0.98,sa,1,makespan,150,0.1,0.98,BUDGET,41.0,150,0.0213472000323236,best-known,40.0,0.025,
routes_12__sa_t0.1_c0.98__sa__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t0.1_c0.98,sa,2,makespan,150,0.1,0.98,BUDGET,44.0,150,0.021443600009661168,best-known,40.0,0.1,
routes_12__sa_t100.0_c0.98__sa__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t100.0_c0.98,sa,0,makespan,150,100.0,0.98,BUDGET,49.0,150,0.021804400021210313,best-known,40.0,0.225,
routes_12__sa_t100.0_c0.98__sa__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t100.0_c0.98,sa,1,makespan,150,100.0,0.98,BUDGET,42.0,150,0.021560800028964877,best-known,40.0,0.05,
routes_12__sa_t100.0_c0.98__sa__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t100.0_c0.98,sa,2,makespan,150,100.0,0.98,BUDGET,48.0,150,0.021365599997807294,best-known,40.0,0.2,
routes_12__sa_t10.0_c0.9__sa__0,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t10.0_c0.9,sa,0,makespan,150,10.0,0.9,BUDGET,41.0,150,0.021422900026664138,best-known,40.0,0.025,
routes_12__sa_t10.0_c0.9__sa__1,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t10.0_c0.9,sa,1,makespan,150,10.0,0.9,BUDGET,42.0,150,0.021615899982862175,best-known,40.0,0.05,
routes_12__sa_t10.0_c0.9__sa__2,routes_12,ed8b606f720337b89df97898c7ab6168abf514416d8e3b1d0d97e2a7a07ad58c,sa_t10.0_c0.9,sa,2,makespan,150,10.0,0.9,BUDGET,45.0,150,0.021661700040567666,best-known,40.0,0.125,
